"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test sends a message to the chat and validates that a response is displayed.","1657","Send Message and Verify Response","tests","Sun Sep 07 13:20:32 UTC 2025","passed","Sun Sep 07 13:20:34 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4140","Change User Name","tests","Sun Sep 07 13:20:23 UTC 2025","passed","Sun Sep 07 13:20:27 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3536","Send Message and Verify Response","tests","Sun Sep 07 13:20:27 UTC 2025","passed","Sun Sep 07 13:20:31 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","10780","Change User Name","tests","Sun Sep 07 13:20:14 UTC 2025","passed","Sun Sep 07 13:20:24 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1536","Send Message and Verify Response","tests","Sun Sep 07 13:20:24 UTC 2025","passed","Sun Sep 07 13:20:26 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","8941","Change User Name","tests","Sun Sep 07 13:20:14 UTC 2025","passed","Sun Sep 07 13:20:23 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1504","Send Message and Verify Response","tests","Sun Sep 07 13:20:26 UTC 2025","passed","Sun Sep 07 13:20:27 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4392","Change User Name","tests","Sun Sep 07 13:20:20 UTC 2025","passed","Sun Sep 07 13:20:24 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1125","Verify Ollama UI Page Title","tests","Sun Sep 07 13:20:23 UTC 2025","passed","Sun Sep 07 13:20:24 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3286","Send Message and Verify Response","tests","Sun Sep 07 13:20:30 UTC 2025","broken","Sun Sep 07 13:20:33 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1218","Verify Ollama UI Page Title","tests","Sun Sep 07 13:20:31 UTC 2025","passed","Sun Sep 07 13:20:32 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4216","Change User Name","tests","Sun Sep 07 13:20:19 UTC 2025","broken","Sun Sep 07 13:20:24 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","12287","Change User Name","tests","Sun Sep 07 13:20:18 UTC 2025","passed","Sun Sep 07 13:20:31 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2891","Verify Ollama UI Page Title","tests","Sun Sep 07 13:20:24 UTC 2025","passed","Sun Sep 07 13:20:27 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3263","Send Message and Verify Response","tests","Sun Sep 07 13:20:27 UTC 2025","passed","Sun Sep 07 13:20:30 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3556","Verify Ollama UI Page Title","tests","Sun Sep 07 13:20:24 UTC 2025","passed","Sun Sep 07 13:20:27 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2912","Verify Ollama UI Page Title","tests","Sun Sep 07 13:20:27 UTC 2025","passed","Sun Sep 07 13:20:30 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1134","Verify Ollama UI Page Title","tests","Sun Sep 07 13:20:24 UTC 2025","passed","Sun Sep 07 13:20:26 UTC 2025","ExampleTestCase","test_example","",""
