"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test changes the user name and verifies the update is reflected.","20376","Change User Name","tests","Sun Sep 07 16:37:29 UTC 2025","passed","Sun Sep 07 16:37:49 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1125","Verify Ollama UI Page Title","tests","Sun Sep 07 16:37:38 UTC 2025","passed","Sun Sep 07 16:37:39 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1448","Send Message and Verify Response","tests","Sun Sep 07 16:37:50 UTC 2025","passed","Sun Sep 07 16:37:52 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","5780","Change User Name","tests","Sun Sep 07 16:37:48 UTC 2025","passed","Sun Sep 07 16:37:53 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","9986","Change User Name","tests","Sun Sep 07 16:37:36 UTC 2025","passed","Sun Sep 07 16:37:46 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3215","Send Message and Verify Response","tests","Sun Sep 07 16:37:56 UTC 2025","passed","Sun Sep 07 16:37:59 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1634","Send Message and Verify Response","tests","Sun Sep 07 16:37:47 UTC 2025","passed","Sun Sep 07 16:37:49 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1116","Verify Ollama UI Page Title","tests","Sun Sep 07 16:37:49 UTC 2025","passed","Sun Sep 07 16:37:50 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","5004","Change User Name","tests","Sun Sep 07 16:37:32 UTC 2025","passed","Sun Sep 07 16:37:37 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2777","Verify Ollama UI Page Title","tests","Sun Sep 07 16:37:53 UTC 2025","passed","Sun Sep 07 16:37:56 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2791","Verify Ollama UI Page Title","tests","Sun Sep 07 16:37:41 UTC 2025","passed","Sun Sep 07 16:37:44 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1340","Verify Ollama UI Page Title","tests","Sun Sep 07 16:37:46 UTC 2025","passed","Sun Sep 07 16:37:47 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4338","Change User Name","tests","Sun Sep 07 16:37:37 UTC 2025","passed","Sun Sep 07 16:37:41 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3464","Send Message and Verify Response","tests","Sun Sep 07 16:37:40 UTC 2025","passed","Sun Sep 07 16:37:44 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3123","Verify Ollama UI Page Title","tests","Sun Sep 07 16:37:37 UTC 2025","passed","Sun Sep 07 16:37:40 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3037","Send Message and Verify Response","tests","Sun Sep 07 16:37:44 UTC 2025","failed","Sun Sep 07 16:37:47 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","3498","Change User Name","tests","Sun Sep 07 16:37:34 UTC 2025","passed","Sun Sep 07 16:37:38 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1452","Send Message and Verify Response","tests","Sun Sep 07 16:37:39 UTC 2025","passed","Sun Sep 07 16:37:40 UTC 2025","ExampleTestCase","test_example","",""
