"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test changes the user name and verifies the update is reflected.","10279","Change User Name","tests","Thu Sep 11 08:45:03 UTC 2025","passed","Thu Sep 11 08:45:14 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2612","Verify Ollama UI Page Title","tests","Thu Sep 11 08:45:20 UTC 2025","passed","Thu Sep 11 08:45:22 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1472","Send Message and Verify Response","tests","Thu Sep 11 08:45:26 UTC 2025","passed","Thu Sep 11 08:45:27 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","3895","Change User Name","tests","Thu Sep 11 08:45:16 UTC 2025","passed","Thu Sep 11 08:45:20 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3508","Send Message and Verify Response","tests","Thu Sep 11 08:45:31 UTC 2025","passed","Thu Sep 11 08:45:35 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1391","Send Message and Verify Response","tests","Thu Sep 11 08:45:27 UTC 2025","passed","Thu Sep 11 08:45:28 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1324","Send Message and Verify Response","tests","Thu Sep 11 08:45:15 UTC 2025","passed","Thu Sep 11 08:45:16 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3095","Send Message and Verify Response","tests","Thu Sep 11 08:45:22 UTC 2025","passed","Thu Sep 11 08:45:25 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","5425","Change User Name","tests","Thu Sep 11 08:45:09 UTC 2025","passed","Thu Sep 11 08:45:14 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3146","Verify Ollama UI Page Title","tests","Thu Sep 11 08:45:28 UTC 2025","passed","Thu Sep 11 08:45:31 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","13559","Change User Name","tests","Thu Sep 11 08:45:12 UTC 2025","passed","Thu Sep 11 08:45:26 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","5940","Change User Name","tests","Thu Sep 11 08:45:22 UTC 2025","passed","Thu Sep 11 08:45:28 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1031","Verify Ollama UI Page Title","tests","Thu Sep 11 08:45:26 UTC 2025","passed","Thu Sep 11 08:45:27 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","993","Verify Ollama UI Page Title","tests","Thu Sep 11 08:45:14 UTC 2025","passed","Thu Sep 11 08:45:15 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3458","Send Message and Verify Response","tests","Thu Sep 11 08:45:17 UTC 2025","passed","Thu Sep 11 08:45:21 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","13495","Change User Name","tests","Thu Sep 11 08:45:11 UTC 2025","passed","Thu Sep 11 08:45:24 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3429","Verify Ollama UI Page Title","tests","Thu Sep 11 08:45:14 UTC 2025","passed","Thu Sep 11 08:45:17 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1116","Verify Ollama UI Page Title","tests","Thu Sep 11 08:45:24 UTC 2025","passed","Thu Sep 11 08:45:26 UTC 2025","ExampleTestCase","test_example","",""
