"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test changes the user name and verifies the update is reflected.","13565","Change User Name","tests","Thu Sep 11 06:45:00 UTC 2025","passed","Thu Sep 11 06:45:13 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","2076","Send Message and Verify Response","tests","Thu Sep 11 06:45:02 UTC 2025","passed","Thu Sep 11 06:45:04 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1046","Verify Ollama UI Page Title","tests","Thu Sep 11 06:45:13 UTC 2025","passed","Thu Sep 11 06:45:14 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1081","Verify Ollama UI Page Title","tests","Thu Sep 11 06:45:13 UTC 2025","passed","Thu Sep 11 06:45:14 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","14550","Change User Name","tests","Thu Sep 11 06:44:58 UTC 2025","passed","Thu Sep 11 06:45:13 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1552","Send Message and Verify Response","tests","Thu Sep 11 06:45:14 UTC 2025","passed","Thu Sep 11 06:45:16 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3241","Send Message and Verify Response","tests","Thu Sep 11 06:45:16 UTC 2025","passed","Thu Sep 11 06:45:20 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1800","Verify Ollama UI Page Title","tests","Thu Sep 11 06:45:00 UTC 2025","passed","Thu Sep 11 06:45:02 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3427","Send Message and Verify Response","tests","Thu Sep 11 06:45:06 UTC 2025","passed","Thu Sep 11 06:45:09 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3203","Verify Ollama UI Page Title","tests","Thu Sep 11 06:45:02 UTC 2025","passed","Thu Sep 11 06:45:05 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2954","Verify Ollama UI Page Title","tests","Thu Sep 11 06:45:13 UTC 2025","passed","Thu Sep 11 06:45:16 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3799","Verify Ollama UI Page Title","tests","Thu Sep 11 06:45:02 UTC 2025","passed","Thu Sep 11 06:45:06 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","3753","Change User Name","tests","Thu Sep 11 06:44:58 UTC 2025","passed","Thu Sep 11 06:45:02 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3472","Send Message and Verify Response","tests","Thu Sep 11 06:45:05 UTC 2025","passed","Thu Sep 11 06:45:09 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1484","Send Message and Verify Response","tests","Thu Sep 11 06:45:14 UTC 2025","passed","Thu Sep 11 06:45:15 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4658","Change User Name","tests","Thu Sep 11 06:45:09 UTC 2025","passed","Thu Sep 11 06:45:13 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","10539","Change User Name","tests","Thu Sep 11 06:44:50 UTC 2025","passed","Thu Sep 11 06:45:00 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","3509","Change User Name","tests","Thu Sep 11 06:44:59 UTC 2025","broken","Thu Sep 11 06:45:02 UTC 2025","ExampleTestCase","test_example","",""
