"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2936","Verify Ollama UI Page Title","tests","Sun Sep 07 12:08:06 UTC 2025","passed","Sun Sep 07 12:08:09 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1659","Verify Ollama UI Page Title","tests","Sun Sep 07 12:07:54 UTC 2025","passed","Sun Sep 07 12:07:56 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1422","Send Message and Verify Response","tests","Sun Sep 07 12:08:18 UTC 2025","passed","Sun Sep 07 12:08:19 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","8042","Change User Name","tests","Sun Sep 07 12:07:46 UTC 2025","passed","Sun Sep 07 12:07:54 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","5372","Change User Name","tests","Sun Sep 07 12:08:06 UTC 2025","passed","Sun Sep 07 12:08:11 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","8013","Change User Name","tests","Sun Sep 07 12:07:48 UTC 2025","passed","Sun Sep 07 12:07:56 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4047","Change User Name","tests","Sun Sep 07 12:08:00 UTC 2025","broken","Sun Sep 07 12:08:04 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3340","Send Message and Verify Response","tests","Sun Sep 07 12:08:15 UTC 2025","passed","Sun Sep 07 12:08:18 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3269","Send Message and Verify Response","tests","Sun Sep 07 12:08:09 UTC 2025","passed","Sun Sep 07 12:08:12 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","30324","Change User Name","tests","Sun Sep 07 12:07:47 UTC 2025","passed","Sun Sep 07 12:08:17 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3108","Verify Ollama UI Page Title","tests","Sun Sep 07 12:08:11 UTC 2025","passed","Sun Sep 07 12:08:15 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4280","Change User Name","tests","Sun Sep 07 12:08:02 UTC 2025","passed","Sun Sep 07 12:08:06 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","2101","Send Message and Verify Response","tests","Sun Sep 07 12:07:56 UTC 2025","passed","Sun Sep 07 12:07:58 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3530","Send Message and Verify Response","tests","Sun Sep 07 12:08:07 UTC 2025","passed","Sun Sep 07 12:08:10 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3130","Verify Ollama UI Page Title","tests","Sun Sep 07 12:08:04 UTC 2025","passed","Sun Sep 07 12:08:07 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","2268","Send Message and Verify Response","tests","Sun Sep 07 12:07:58 UTC 2025","passed","Sun Sep 07 12:08:00 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1659","Verify Ollama UI Page Title","tests","Sun Sep 07 12:07:56 UTC 2025","passed","Sun Sep 07 12:07:58 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","966","Verify Ollama UI Page Title","tests","Sun Sep 07 12:08:17 UTC 2025","passed","Sun Sep 07 12:08:18 UTC 2025","ExampleTestCase","test_example","",""
