"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test sends a message to the chat and validates that a response is displayed.","3485","Send Message and Verify Response","tests","Thu Sep 11 06:54:36 UTC 2025","passed","Thu Sep 11 06:54:40 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1568","Send Message and Verify Response","tests","Thu Sep 11 06:54:52 UTC 2025","passed","Thu Sep 11 06:54:54 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","13340","Change User Name","tests","Thu Sep 11 06:54:37 UTC 2025","passed","Thu Sep 11 06:54:51 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3190","Send Message and Verify Response","tests","Thu Sep 11 06:54:43 UTC 2025","passed","Thu Sep 11 06:54:46 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1648","Verify Ollama UI Page Title","tests","Thu Sep 11 06:54:43 UTC 2025","passed","Thu Sep 11 06:54:44 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1131","Verify Ollama UI Page Title","tests","Thu Sep 11 06:54:51 UTC 2025","passed","Thu Sep 11 06:54:52 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","3677","Change User Name","tests","Thu Sep 11 06:54:36 UTC 2025","passed","Thu Sep 11 06:54:40 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3118","Verify Ollama UI Page Title","tests","Thu Sep 11 06:54:36 UTC 2025","passed","Thu Sep 11 06:54:39 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","3744","Change User Name","tests","Thu Sep 11 06:54:29 UTC 2025","broken","Thu Sep 11 06:54:33 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4429","Change User Name","tests","Thu Sep 11 06:54:32 UTC 2025","passed","Thu Sep 11 06:54:36 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","16780","Change User Name","tests","Thu Sep 11 06:54:26 UTC 2025","passed","Thu Sep 11 06:54:43 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3113","Verify Ollama UI Page Title","tests","Thu Sep 11 06:54:33 UTC 2025","passed","Thu Sep 11 06:54:36 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","2110","Send Message and Verify Response","tests","Thu Sep 11 06:54:44 UTC 2025","broken","Thu Sep 11 06:54:46 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","18288","Change User Name","tests","Thu Sep 11 06:54:33 UTC 2025","passed","Thu Sep 11 06:54:51 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1123","Verify Ollama UI Page Title","tests","Thu Sep 11 06:54:51 UTC 2025","passed","Thu Sep 11 06:54:52 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3468","Send Message and Verify Response","tests","Thu Sep 11 06:54:39 UTC 2025","passed","Thu Sep 11 06:54:43 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1480","Send Message and Verify Response","tests","Thu Sep 11 06:54:52 UTC 2025","passed","Thu Sep 11 06:54:53 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2939","Verify Ollama UI Page Title","tests","Thu Sep 11 06:54:40 UTC 2025","passed","Thu Sep 11 06:54:43 UTC 2025","ExampleTestCase","test_example","",""
