"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test changes the user name and verifies the update is reflected.","7258","Change User Name","tests","Thu Sep 11 06:21:24 UTC 2025","passed","Thu Sep 11 06:21:31 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3106","Send Message and Verify Response","tests","Thu Sep 11 06:21:34 UTC 2025","passed","Thu Sep 11 06:21:37 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3493","Send Message and Verify Response","tests","Thu Sep 11 06:20:54 UTC 2025","failed","Thu Sep 11 06:20:57 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1412","Send Message and Verify Response","tests","Thu Sep 11 06:20:53 UTC 2025","passed","Thu Sep 11 06:20:55 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","10938","Change User Name","tests","Thu Sep 11 06:20:46 UTC 2025","passed","Thu Sep 11 06:20:57 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1409","Send Message and Verify Response","tests","Thu Sep 11 06:21:01 UTC 2025","passed","Thu Sep 11 06:21:02 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1022","Verify Ollama UI Page Title","tests","Thu Sep 11 06:20:52 UTC 2025","passed","Thu Sep 11 06:20:53 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1628","Send Message and Verify Response","tests","Thu Sep 11 06:20:58 UTC 2025","passed","Thu Sep 11 06:21:00 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3150","Verify Ollama UI Page Title","tests","Thu Sep 11 06:20:50 UTC 2025","passed","Thu Sep 11 06:20:54 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2782","Verify Ollama UI Page Title","tests","Thu Sep 11 06:21:31 UTC 2025","passed","Thu Sep 11 06:21:34 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","5307","Change User Name","tests","Thu Sep 11 06:20:45 UTC 2025","broken","Thu Sep 11 06:20:50 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3017","Send Message and Verify Response","tests","Thu Sep 11 06:20:56 UTC 2025","passed","Thu Sep 11 06:20:59 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","11367","Change User Name","tests","Thu Sep 11 06:20:49 UTC 2025","passed","Thu Sep 11 06:21:00 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1029","Verify Ollama UI Page Title","tests","Thu Sep 11 06:21:00 UTC 2025","passed","Thu Sep 11 06:21:01 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","11416","Change User Name","tests","Thu Sep 11 06:20:41 UTC 2025","passed","Thu Sep 11 06:20:52 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4155","Change User Name","tests","Thu Sep 11 06:20:49 UTC 2025","passed","Thu Sep 11 06:20:53 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2929","Verify Ollama UI Page Title","tests","Thu Sep 11 06:20:53 UTC 2025","passed","Thu Sep 11 06:20:56 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1248","Verify Ollama UI Page Title","tests","Thu Sep 11 06:20:57 UTC 2025","passed","Thu Sep 11 06:20:58 UTC 2025","ExampleTestCase","test_example","",""
