"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","181965","Verify Ollama UI Page Title","tests","Sun Sep 07 14:03:26 UTC 2025","broken","Sun Sep 07 14:06:28 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","300342","Verify Ollama UI Page Title","tests","Sun Sep 07 14:05:24 UTC 2025","broken","Sun Sep 07 14:10:24 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","321527","Change User Name","tests","Sun Sep 07 14:00:50 UTC 2025","broken","Sun Sep 07 14:06:12 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","182350","Verify Ollama UI Page Title","tests","Sun Sep 07 14:03:29 UTC 2025","broken","Sun Sep 07 14:06:31 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","182009","Send Message and Verify Response","tests","Sun Sep 07 14:06:28 UTC 2025","broken","Sun Sep 07 14:09:30 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","183408","Change User Name","tests","Sun Sep 07 14:00:25 UTC 2025","broken","Sun Sep 07 14:03:28 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","183330","Change User Name","tests","Sun Sep 07 14:00:25 UTC 2025","broken","Sun Sep 07 14:03:28 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","300344","Verify Ollama UI Page Title","tests","Sun Sep 07 14:06:12 UTC 2025","broken","Sun Sep 07 14:11:12 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","307141","Change User Name","tests","Sun Sep 07 14:00:17 UTC 2025","broken","Sun Sep 07 14:05:24 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","307749","Change User Name","tests","Sun Sep 07 14:00:20 UTC 2025","broken","Sun Sep 07 14:05:28 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","182039","Verify Ollama UI Page Title","tests","Sun Sep 07 14:03:28 UTC 2025","broken","Sun Sep 07 14:06:30 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","300365","Verify Ollama UI Page Title","tests","Sun Sep 07 14:05:28 UTC 2025","broken","Sun Sep 07 14:10:29 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","182408","Send Message and Verify Response","tests","Sun Sep 07 14:06:31 UTC 2025","broken","Sun Sep 07 14:09:33 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","182090","Send Message and Verify Response","tests","Sun Sep 07 14:06:30 UTC 2025","broken","Sun Sep 07 14:09:32 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","183248","Change User Name","tests","Sun Sep 07 14:00:22 UTC 2025","broken","Sun Sep 07 14:03:25 UTC 2025","ExampleTestCase","test_example","",""
