"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1122","Verify Ollama UI Page Title","tests","Sun Sep 07 16:12:23 UTC 2025","passed","Sun Sep 07 16:12:24 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1490","Send Message and Verify Response","tests","Sun Sep 07 16:12:21 UTC 2025","passed","Sun Sep 07 16:12:23 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4205","Change User Name","tests","Sun Sep 07 16:12:25 UTC 2025","passed","Sun Sep 07 16:12:29 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1887","Send Message and Verify Response","tests","Sun Sep 07 16:12:34 UTC 2025","passed","Sun Sep 07 16:12:36 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3326","Send Message and Verify Response","tests","Sun Sep 07 16:13:14 UTC 2025","failed","Sun Sep 07 16:13:17 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3183","Send Message and Verify Response","tests","Sun Sep 07 16:12:32 UTC 2025","passed","Sun Sep 07 16:12:35 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1474","Send Message and Verify Response","tests","Sun Sep 07 16:12:24 UTC 2025","passed","Sun Sep 07 16:12:25 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2792","Verify Ollama UI Page Title","tests","Sun Sep 07 16:12:29 UTC 2025","passed","Sun Sep 07 16:12:32 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4692","Change User Name","tests","Sun Sep 07 16:12:25 UTC 2025","broken","Sun Sep 07 16:12:29 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","8132","Change User Name","tests","Sun Sep 07 16:13:03 UTC 2025","passed","Sun Sep 07 16:13:11 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","8731","Change User Name","tests","Sun Sep 07 16:12:11 UTC 2025","passed","Sun Sep 07 16:12:20 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","9212","Change User Name","tests","Sun Sep 07 16:12:13 UTC 2025","passed","Sun Sep 07 16:12:23 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","11228","Change User Name","tests","Sun Sep 07 16:12:22 UTC 2025","passed","Sun Sep 07 16:12:33 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3725","Verify Ollama UI Page Title","tests","Sun Sep 07 16:12:29 UTC 2025","passed","Sun Sep 07 16:12:33 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1114","Verify Ollama UI Page Title","tests","Sun Sep 07 16:12:20 UTC 2025","passed","Sun Sep 07 16:12:21 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3937","Send Message and Verify Response","tests","Sun Sep 07 16:12:33 UTC 2025","passed","Sun Sep 07 16:12:37 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1353","Verify Ollama UI Page Title","tests","Sun Sep 07 16:12:33 UTC 2025","passed","Sun Sep 07 16:12:34 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3086","Verify Ollama UI Page Title","tests","Sun Sep 07 16:13:11 UTC 2025","passed","Sun Sep 07 16:13:14 UTC 2025","ExampleTestCase","test_example","",""
