"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test changes the user name and verifies the update is reflected.","12600","Change User Name","tests","Thu Sep 11 06:33:10 UTC 2025","passed","Thu Sep 11 06:33:22 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1100","Verify Ollama UI Page Title","tests","Thu Sep 11 06:33:22 UTC 2025","passed","Thu Sep 11 06:33:23 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1456","Send Message and Verify Response","tests","Thu Sep 11 06:33:26 UTC 2025","passed","Thu Sep 11 06:33:28 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3399","Verify Ollama UI Page Title","tests","Thu Sep 11 06:33:19 UTC 2025","passed","Thu Sep 11 06:33:23 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2770","Verify Ollama UI Page Title","tests","Thu Sep 11 06:33:11 UTC 2025","passed","Thu Sep 11 06:33:13 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1265","Verify Ollama UI Page Title","tests","Thu Sep 11 06:33:11 UTC 2025","passed","Thu Sep 11 06:33:12 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","3543","Change User Name","tests","Thu Sep 11 06:33:08 UTC 2025","passed","Thu Sep 11 06:33:11 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3041","Send Message and Verify Response","tests","Thu Sep 11 06:33:13 UTC 2025","failed","Thu Sep 11 06:33:16 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4276","Change User Name","tests","Thu Sep 11 06:33:06 UTC 2025","passed","Thu Sep 11 06:33:11 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1683","Send Message and Verify Response","tests","Thu Sep 11 06:33:12 UTC 2025","passed","Thu Sep 11 06:33:14 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3666","Send Message and Verify Response","tests","Thu Sep 11 06:33:23 UTC 2025","passed","Thu Sep 11 06:33:26 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","11557","Change User Name","tests","Thu Sep 11 06:33:14 UTC 2025","passed","Thu Sep 11 06:33:25 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1390","Send Message and Verify Response","tests","Thu Sep 11 06:33:23 UTC 2025","passed","Thu Sep 11 06:33:25 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1158","Verify Ollama UI Page Title","tests","Thu Sep 11 06:33:25 UTC 2025","passed","Thu Sep 11 06:33:26 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4697","Change User Name","tests","Thu Sep 11 06:33:14 UTC 2025","broken","Thu Sep 11 06:33:19 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2693","Verify Ollama UI Page Title","tests","Thu Sep 11 06:33:12 UTC 2025","passed","Thu Sep 11 06:33:15 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","3747","Change User Name","tests","Thu Sep 11 06:33:08 UTC 2025","passed","Thu Sep 11 06:33:12 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3125","Send Message and Verify Response","tests","Thu Sep 11 06:33:15 UTC 2025","passed","Thu Sep 11 06:33:18 UTC 2025","ExampleTestCase","test_example","",""
