"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1641","Verify Ollama UI Page Title","tests","Tue Sep 09 10:06:04 UTC 2025","passed","Tue Sep 09 10:06:05 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3129","Send Message and Verify Response","tests","Tue Sep 09 10:05:58 UTC 2025","passed","Tue Sep 09 10:06:01 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","11119","Change User Name","tests","Tue Sep 09 10:05:42 UTC 2025","passed","Tue Sep 09 10:05:53 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1001","Verify Ollama UI Page Title","tests","Tue Sep 09 10:05:53 UTC 2025","passed","Tue Sep 09 10:05:54 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","3635","Change User Name","tests","Tue Sep 09 10:05:51 UTC 2025","passed","Tue Sep 09 10:05:55 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2855","Verify Ollama UI Page Title","tests","Tue Sep 09 10:05:55 UTC 2025","passed","Tue Sep 09 10:05:58 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4886","Change User Name","tests","Tue Sep 09 10:05:54 UTC 2025","passed","Tue Sep 09 10:05:59 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3880","Send Message and Verify Response","tests","Tue Sep 09 10:06:12 UTC 2025","passed","Tue Sep 09 10:06:16 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1376","Send Message and Verify Response","tests","Tue Sep 09 10:05:54 UTC 2025","passed","Tue Sep 09 10:05:55 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","12081","Change User Name","tests","Tue Sep 09 10:05:52 UTC 2025","passed","Tue Sep 09 10:06:04 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3138","Verify Ollama UI Page Title","tests","Tue Sep 09 10:05:59 UTC 2025","passed","Tue Sep 09 10:06:02 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","2040","Send Message and Verify Response","tests","Tue Sep 09 10:06:05 UTC 2025","passed","Tue Sep 09 10:06:07 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1469","Send Message and Verify Response","tests","Tue Sep 09 10:05:53 UTC 2025","passed","Tue Sep 09 10:05:55 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3335","Send Message and Verify Response","tests","Tue Sep 09 10:06:02 UTC 2025","passed","Tue Sep 09 10:06:05 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","5643","Change User Name","tests","Tue Sep 09 10:06:03 UTC 2025","broken","Tue Sep 09 10:06:09 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1008","Verify Ollama UI Page Title","tests","Tue Sep 09 10:05:52 UTC 2025","passed","Tue Sep 09 10:05:53 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3624","Verify Ollama UI Page Title","tests","Tue Sep 09 10:06:09 UTC 2025","passed","Tue Sep 09 10:06:12 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","11914","Change User Name","tests","Tue Sep 09 10:05:40 UTC 2025","passed","Tue Sep 09 10:05:52 UTC 2025","ExampleTestCase","test_example","",""
