"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"This test sends a message to the chat and validates that a response is displayed.","3306","Send Message and Verify Response","tests","Thu Sep 11 06:30:11 UTC 2025","passed","Thu Sep 11 06:30:14 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1043","Verify Ollama UI Page Title","tests","Thu Sep 11 06:29:56 UTC 2025","passed","Thu Sep 11 06:29:57 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","5106","Change User Name","tests","Thu Sep 11 06:29:46 UTC 2025","passed","Thu Sep 11 06:29:51 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3196","Send Message and Verify Response","tests","Thu Sep 11 06:29:59 UTC 2025","passed","Thu Sep 11 06:30:02 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2913","Verify Ollama UI Page Title","tests","Thu Sep 11 06:30:08 UTC 2025","passed","Thu Sep 11 06:30:11 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","11852","Change User Name","tests","Thu Sep 11 06:29:57 UTC 2025","passed","Thu Sep 11 06:30:09 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4445","Change User Name","tests","Thu Sep 11 06:29:56 UTC 2025","broken","Thu Sep 11 06:30:00 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","3319","Verify Ollama UI Page Title","tests","Thu Sep 11 06:30:01 UTC 2025","passed","Thu Sep 11 06:30:04 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","9037","Change User Name","tests","Thu Sep 11 06:29:47 UTC 2025","passed","Thu Sep 11 06:29:56 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","3521","Send Message and Verify Response","tests","Thu Sep 11 06:30:04 UTC 2025","passed","Thu Sep 11 06:30:07 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","2728","Verify Ollama UI Page Title","tests","Thu Sep 11 06:29:56 UTC 2025","passed","Thu Sep 11 06:29:59 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","4362","Change User Name","tests","Thu Sep 11 06:30:03 UTC 2025","passed","Thu Sep 11 06:30:08 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1385","Send Message and Verify Response","tests","Thu Sep 11 06:29:57 UTC 2025","passed","Thu Sep 11 06:29:58 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1478","Send Message and Verify Response","tests","Thu Sep 11 06:29:53 UTC 2025","passed","Thu Sep 11 06:29:54 UTC 2025","ExampleTestCase","test_example","",""
"This test sends a message to the chat and validates that a response is displayed.","1736","Send Message and Verify Response","tests","Thu Sep 11 06:30:10 UTC 2025","passed","Thu Sep 11 06:30:12 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1103","Verify Ollama UI Page Title","tests","Thu Sep 11 06:29:51 UTC 2025","passed","Thu Sep 11 06:29:53 UTC 2025","ExampleTestCase","test_example","",""
"This test changes the user name and verifies the update is reflected.","3427","Change User Name","tests","Thu Sep 11 06:29:53 UTC 2025","passed","Thu Sep 11 06:29:56 UTC 2025","ExampleTestCase","test_example","",""
"This test verifies that the Ollama UI homepage title contains 'Ollama UI'.","1276","Verify Ollama UI Page Title","tests","Thu Sep 11 06:30:09 UTC 2025","passed","Thu Sep 11 06:30:10 UTC 2025","ExampleTestCase","test_example","",""
